url,page_type,intent,role,cta,cta_href,must_preserve
https://www.algolia.com/blog/author-directory/adanech-getachew,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/adam-smith,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/alex-luscombe,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/adam-surak,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/adrian-bridgwater,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/alex-patterson,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/alex-webb,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/alexandre-collin,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/alexandra-anghel,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/alexandre-meunier,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/alexandre-stanislawski,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/allie-allegra,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/alita-leite-da-silva,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/alexis-monks,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/amy-ciba,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/arijit-chowdhury,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/andy-jones,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/anthony-seure,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/antoine-hemery,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/andrea-cookson,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/ashley-huynh,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/ashley-stirrup,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/catherine-dee,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/charly-poly,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/bryan-robinson,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/benjamin-baron,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/benoit-perrot,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/bharat-guruprakash,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/brendan-cleary,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/bram-adams,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/bernadette-nixon,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/ben-greenbank,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/ben-lower,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/chris-stevenson,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/chip-lewis,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/christopher-hawke,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/debanshi-bheda,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/ciprian-borodescu,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/david-bacon,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/claudia-rodriguez-schroeder,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/cl-ment-sauvage,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/dave-kiss,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/cl-ment-denoix,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/craig-williams,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/david-howden,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/dustin-coates,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/denis-petit,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/eiji-shinohara,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/elliott-gluck,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/elena-moravec,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/diego-salinas-gard-n,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/elise-furon,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/emily-hayman,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/eran-chetzroni,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/emma-wilson,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/emmanuel-krebs,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/etienne-martin,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/eunjae-lee,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/everett-zufelt,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/haroen-viaene,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/fran-ois-chalifour,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/gianluca-bargelli,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/guillaume-dumortier,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/guillaume-truchot,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/hamish-ogilvy,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/gaifang-li,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/imogen-lovera,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/ivana-ivanovic,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/jack-moberger,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/j-choi,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/jakub-andrzejewski,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/jaden-baptista,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/jan-petr,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/jason-frueh,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/jessica-west,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/jerome-schneider,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/john-stewart,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/jon-hellam,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/jon-silvers,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/jonas-badalic,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/josh-dzielak,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/joni-khattar,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/julia-seidman,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/julie-reboul,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/julien-bourdeau,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/julien-lemoine,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/keshia-rose,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/kevin-granger,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/khalid-elassaad,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/krystal-lin,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/kyle-fox,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/l-o-ercolanelli,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/laura-hamilton,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/louise-vollaire,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/lorna-rivera,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/lisa-coulouris,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/loise-mercier,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/lior-grossman,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/mackenzie-blake,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/m-ty-s-budav-ri,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/lucas-cerdan,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/lucas-bonomi,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/marc-von-wyl,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/maria-lungu,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/marie-auxille-denis,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/maria-schreiber,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/marie-laure-thuret,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/marissa-wharton,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/matthias-meier,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/matthew-bond,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/maxime-locqueville,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/micah-garside-white,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/matthieu-blandineau,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/matthieu-dumont,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/matthew-foyle,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/michael-king,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/michael-klein,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/michelle-adams,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/nick-vlku,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/nate-barad,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/natwar-maheshwari,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/michelle-cucchi,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/nicolas-dessaigne,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/nicolas-baissas,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/nicolas-fiorini,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/paul-louis-nech,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/pragati-basu,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/pierre-fournier,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/pauline-lafontaine,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/peter-nguyen,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/olivier-garcia,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/peter-villani,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/patrick-loomis,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/piyush-patel,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/nuno-maduro,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/paul-berthaux,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/quentin-renaud,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/r-my-christophe-schermesser,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/rachel-trott,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/rachel-ward,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/raed-chammam,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/ramanathan-ramakrishnamoorthy,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/raymond-rutjes,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/rasit-abay,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/ramanathan-ramakrishnamurthy,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/reshma-iyer,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/rod-alvarenga,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/sajid-momin,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/samuel-bodin,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/sean-mullaney,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/robert-mogos,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/sanjay-gupta,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/sarah-dayan,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/serdar-sandikcioglu,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/sergio-galvan,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/shane-afsar,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/soma-osvay,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/stefan-crespo,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/sylvain-friquet,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/sylvain-bellone,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/subrata-chakrabarti,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/syscily-brown,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/sylvain-utard,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/tim-jungnickel,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/tim-carry,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/taylor-johnson,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/tariq-khan,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/tanya-herman,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/tom-clark,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/valeriia-pierzinski,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/vincenzzo-marino,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/wesley-walser,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/vincent-caruana,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/xabier-ormazabal,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/vincent-voyer,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/cafeyn,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/xavier-roche,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/xavier-grand,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/10-ways-ai-is-transforming-ecommerce,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/10-features-of-the-best-online-marketplaces,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/10-tips-to-prepare-your-magento-store-for-the-holidays-algolia,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/author-directory/zachary-nickerson,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/12-tips-to-increase-ecommerce-conversion-rates,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/3-strategies-for-b2b-ecommerce-growth-key-takeaways-from-b2b-online-chicago,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/15-best-practices-for-ecommerce-on-site-search,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/2020-survey-site-search-kpis,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/5-ways-to-raise-your-profit-with-merchandising-analytics,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/3-ways-to-improve-ux-with-ai-and-personalization,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/3-surprising-facts-about-customer-lifetime-value,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/5-e-commerce-search-trends-you-shouldnt-ignore,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/5-considerations-for-black-friday-2023-readiness,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/6-secrets-of-higher-customer-satisfaction-in-ecommerce-hint-they-all-involve-ai,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/ai-shopping-assistants,blog-post,learn,seo-acquisition,Request a demo,https://www.algolia.com/demorequest/,true
https://www.algolia.com/blog/ecommerce/achieving-digital-excellence-algolia-s-insights-from-the-gds-retail-digital-summit,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/ai-recommendations-for-your-shopify-store,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/ai-is-the-answer-to-your-fashion-crisis,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/agentic-search-for-ecommerce,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/8-ways-to-use-merchandising-data-to-boost-your-online-store-roi,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/blog/ecommerce/ai-and-personalization-grocery-survey,blog-post,learn,seo-acquisition,Get started,https://dashboard.algolia.com/users/sign_up,true
